temperatura,vacuo,energia
10.1,41.58,468.19
29.38,69.68,430.2
30.84,66.75,432.03
24.0,58.05,447.16
15.97,52.72,462.64
20.24,56.03,460.76
24.37,68.14,440.22
29.12,66.56,429.94
26.3,59.07,441.94
31.44,79.74,431.69
16.61,25.88,460.97
7.66,41.92,485.11
26.38,71.73,431.66
21.92,58.79,446.71
15.61,38.52,439.21
14.77,44.47,464.25
18.9,60.07,451.5
34.2,68.14,427.05
22.16,64.63,451.86
11.64,40.1,477.2
25.32,48.41,443.04
13.65,39.28,471.91
9.08,40.02,476.69
21.98,48.41,444.6
23.76,70.32,434.64
24.81,63.73,440.43
26.37,54.5,451.78
8.61,43.8,478.25
12.51,43.67,471.96
27.14,63.13,438.82
18.99,62.1,453.09
10.9,39.64,477.04
22.4,68.31,446.91
20.28,68.63,454.36
23.3,72.99,437.62
24.98,60.32,444.67
30.1,66.25,434.99
26.14,69.14,439.03
28.97,64.44,438.08
26.06,54.5,451.67
24.84,59.22,442.7
16.36,43.99,465.81
20.96,69.48,444.31
24.6,48.78,442.23
30.55,66.25,440.74
25.31,67.9,440.36
29.86,70.8,437.47
33.37,79.05,430.42
27.2,49.16,440.57
23.7,70.04,436.28
32.09,69.4,430.62
25.08,51.43,446.67
12.57,39.3,473.67
18.21,62.26,455.88
18.11,52.08,449.99
22.44,58.16,452.71
9.34,40.77,477.36
19.83,51.43,449.45
14.57,25.88,464.11
18.91,56.9,448.24
21.34,48.06,458.13
8.24,39.61,477.9
22.75,70.94,439.91
19.09,65.94,446.34
30.76,73.17,430.98
14.84,71.14,454.16
8.91,40.11,475.43
21.49,56.9,452.46
9.44,41.4,473.94
10.06,34.69,477.68
16.73,58.59,455.3
9.69,40.46,472.16
9.82,41.04,473.98
24.27,60.23,438.99
12.85,41.14,464.86
15.29,44.88,463.32
34.18,78.05,432.1
14.57,44.45,462.48
28.5,73.77,431.7
18.0,44.06,454.59
6.91,39.37,488.2
28.29,47.93,437.13
8.83,41.92,483.38
15.67,45.17,462.09
20.57,42.8,460.43
23.25,71.29,442.21
28.86,73.18,427.01
17.81,45.0,471.0
31.85,68.3,428.72
22.73,66.75,437.93
16.61,50.9,460.35
23.92,66.54,441.9
7.87,41.17,486.2
22.01,58.46,443.75
24.67,61.5,437.37
20.59,42.04,463.08
12.36,37.73,470.39
30.58,70.04,431.59
18.27,51.43,460.41
22.7,59.92,436.7
19.19,50.16,449.52
27.12,70.32,429.08
13.83,41.49,469.57
23.68,68.3,438.65
17.32,42.24,472.33
23.61,43.77,444.55
29.08,52.84,438.24
29.59,74.78,436.77
27.99,71.64,437.81
14.74,42.77,463.61
7.1,35.77,480.36
29.25,71.94,427.49
14.76,40.71,465.58
15.02,37.64,463.93
15.71,40.12,462.6
22.89,80.25,446.15
14.76,40.71,465.58
16.27,44.21,462.11
17.54,42.42,471.28
9.0,41.54,484.08
17.73,43.72,453.94
23.71,67.17,440.65
8.8,42.32,483.88
21.82,63.9,447.29
6.28,43.02,487.17
13.66,40.55,467.7
24.78,50.16,448.51
14.47,39.58,467.34
15.59,52.75,458.87
21.91,63.76,445.04
8.38,39.22,478.82
7.24,41.17,486.76
28.29,69.13,429.28
25.43,70.17,436.43
15.07,39.82,471.31
27.29,64.45,446.94
20.94,68.12,446.41
9.41,40.43,492.88
21.55,44.57,446.84
7.51,43.02,485.38
26.86,71.32,430.44
32.53,77.95,434.44
23.01,59.44,445.72
13.03,42.86,475.03
17.83,66.86,456.56
15.08,37.85,465.58
12.72,40.71,466.99
26.17,48.92,440.09
21.06,67.07,446.44
24.57,49.82,452.3
22.74,61.02,445.56
29.7,67.17,438.04
29.84,58.9,440.93
23.56,60.77,443.13
31.81,66.44,426.84
29.01,66.44,430.61
31.91,67.83,425.28
25.85,70.36,433.06
19.16,63.09,449.51
19.78,62.1,450.43
7.95,40.72,486.14
30.74,69.59,437.81
28.33,64.96,427.42
10.13,38.16,474.92
18.99,62.1,453.09
20.51,48.6,448.0
11.15,41.26,473.57
10.54,41.93,479.65
22.69,65.18,441.18
24.94,67.69,439.08
17.25,39.39,465.74
24.48,66.25,441.07
17.25,43.14,462.8
12.17,40.6,473.76
30.08,68.14,425.27
10.08,41.16,469.17
9.56,44.71,487.92
29.08,67.79,442.78
12.31,41.06,475.76
26.74,49.02,438.06
12.86,40.6,472.04
23.7,70.04,436.28
11.41,40.1,476.81
28.0,69.05,427.71
12.42,41.58,466.05
24.4,62.26,439.06
24.2,59.43,440.66
10.61,37.5,472.9
23.27,67.9,447.25
14.8,44.71,470.77
30.56,71.98,429.2
10.94,39.04,479.2
21.41,62.39,452.8
15.61,38.52,439.21
23.98,50.32,443.45
19.7,54.42,450.48
34.33,74.34,435.76
26.25,52.09,450.53
21.59,66.54,441.71
12.12,41.17,470.67
27.53,72.58,428.83
31.27,73.77,430.32
28.84,73.03,435.75
26.44,71.64,435.61
30.57,73.03,437.42
24.16,48.98,459.27
26.21,65.12,444.44
9.15,41.82,477.78
21.64,50.32,442.52
31.98,70.17,430.92
22.75,59.39,440.26
5.66,40.62,485.18
10.35,40.27,477.8
7.61,39.42,475.55
13.72,41.62,455.52
6.15,40.07,494.3
10.66,41.93,479.61
24.63,59.57,440.67
23.89,48.41,441.83
12.25,40.75,475.07
27.46,67.69,432.64
25.61,60.32,443.96
3.74,35.19,490.5
7.87,41.17,486.2
28.99,54.2,442.6
27.19,64.27,444.54
25.21,60.37,436.23
17.04,40.12,458.1
18.23,62.26,448.64
30.4,77.3,438.43
16.88,56.89,457.0
13.67,42.32,464.56
11.96,43.41,469.34
32.41,58.9,439.11
21.93,60.84,443.89
24.74,59.39,437.49
31.27,69.13,425.48
27.76,65.59,439.03
28.62,70.32,431.03
20.32,39.72,456.18
27.89,73.21,431.59
24.19,50.23,458.31
9.16,41.03,484.96
31.71,69.04,441.15
26.75,69.45,434.57
12.62,40.92,465.68
12.58,43.67,472.65
27.67,71.64,433.29
14.81,42.03,470.41
21.11,74.78,442.68
13.18,37.91,469.63
18.36,62.1,453.5
15.99,49.21,463.47
11.56,40.71,469.17
20.15,39.72,456.87
20.55,65.46,448.83
15.09,44.34,468.8
12.25,44.58,475.24
22.5,58.79,443.35
27.96,49.16,442.49
31.68,70.79,429.55
22.54,61.27,450.01
19.4,39.53,457.17
13.1,40.03,470.75
16.29,53.82,459.95
16.5,53.29,458.37
6.84,39.4,484.09
15.09,44.34,468.8
25.37,66.75,434.16
25.69,73.18,432.82
14.44,41.2,469.85
15.79,49.21,457.7
29.69,47.93,438.09
4.62,38.44,486.84
32.38,73.91,430.17
25.97,57.32,442.73
28.18,66.56,426.79
22.26,70.47,440.21
33.7,68.27,427.4
28.75,77.24,433.03
9.43,41.4,475.8
7.5,40.02,476.01
18.83,58.46,449.63
13.45,41.49,467.3
25.61,60.32,443.96
8.26,40.96,485.73
23.66,72.43,439.02
20.32,39.72,458.8
12.47,38.25,469.56
27.46,68.08,433.72
6.1,40.07,494.43
16.73,39.64,464.46
5.66,35.79,484.15
22.35,58.59,444.04
14.26,44.47,465.22
22.06,43.43,448.92
27.18,64.44,440.3
20.85,59.21,444.44
25.12,77.95,433.4
19.72,47.03,458.59
26.85,74.16,431.16
26.53,65.61,442.64
13.51,43.41,463.86
23.24,68.31,440.78
21.45,60.08,451.49
8.87,41.82,477.97
5.21,35.79,484.03
25.53,59.57,445.59
8.13,39.96,477.12
28.83,66.44,430.01
31.86,73.88,435.91
21.46,50.59,453.67
30.65,71.98,429.85
20.58,39.53,460.1
16.52,44.88,459.73
6.33,42.07,484.57
25.69,57.32,441.43
17.67,53.16,457.99
5.84,43.02,489.05
8.6,40.77,480.82
12.64,41.79,461.46
31.53,70.36,438.71
19.72,65.94,446.84
20.46,59.21,445.22
12.74,41.38,475.63
4.93,38.44,485.01
10.09,37.14,473.66
18.81,52.08,450.72
32.37,67.83,426.76
11.01,40.05,474.2
24.51,65.12,447.46
23.54,41.1,448.56
25.72,47.45,442.78
23.6,60.08,451.97
22.43,63.94,444.53
10.29,40.0,479.58
13.52,42.34,463.71
31.74,79.74,431.72
22.89,48.98,448.56
12.24,40.66,464.7
24.24,68.3,437.12
24.42,66.56,434.18
9.29,39.04,482.55
20.3,58.41,451.74
22.42,62.52,451.64
19.12,45.01,453.24
11.22,43.13,473.93
11.72,41.54,476.12
15.7,44.21,462.19
25.38,70.94,446.31
12.59,39.72,470.18
32.11,78.05,431.31
23.83,50.32,445.17
28.84,74.67,428.98
25.04,65.48,440.92
19.13,59.21,450.81
30.53,73.21,430.2
32.83,74.33,427.36
24.58,49.02,442.47
24.12,62.44,443.3
29.91,70.02,437.63
22.68,58.82,443.86
27.14,75.23,439.33
24.93,69.05,429.53
22.25,51.86,451.04
19.69,56.65,456.29
24.88,73.17,434.85
17.32,42.24,472.33
20.19,58.86,450.67
22.18,65.46,447.92
24.35,58.79,448.19
26.3,77.95,437.95
19.76,58.79,449.76
12.85,40.92,461.05
21.35,57.76,452.57
28.18,73.03,439.74
15.01,39.52,468.02
18.42,58.95,452.1
13.42,40.92,458.49
24.28,68.31,440.07
24.96,65.18,436.24
20.97,61.87,446.76
6.48,36.24,484.65
14.16,44.06,464.91
21.74,60.27,441.22
17.23,41.1,464.18
22.46,48.41,442.57
14.32,40.78,457.92
16.29,53.82,459.95
23.58,58.82,445.01
9.42,41.4,478.12
19.19,63.31,453.16
20.73,59.87,445.18
21.43,63.94,445.29
19.75,49.02,446.63
19.67,44.71,464.99
14.07,42.86,467.47
31.16,64.96,425.82
22.88,63.91,442.5
26.92,68.27,435.17
21.87,61.45,445.21
26.88,79.74,434.77
21.34,48.06,458.13
12.38,44.2,467.04
32.09,69.4,430.62
15.76,44.89,459.67
14.09,44.84,466.12
31.0,77.95,431.62
25.77,62.96,442.83
15.15,41.35,468.64
27.21,67.45,436.47
28.82,65.71,449.18
6.9,40.62,479.97
11.26,40.43,489.66
24.24,72.43,436.6
28.12,73.42,435.46
23.95,58.79,448.32
27.99,66.91,439.74
22.17,65.61,449.91
16.23,43.52,464.74
11.69,39.22,472.76
29.12,74.87,435.51
28.43,63.31,432.62
19.79,64.45,451.37
21.48,61.27,450.88
19.18,58.2,453.2
10.91,41.04,469.53
19.47,58.79,450.17
24.98,71.98,432.06
29.23,68.14,428.87
28.94,68.67,434.65
28.4,75.23,441.78
25.54,49.16,443.55
8.22,41.03,485.5
23.67,63.86,441.73
27.75,66.54,437.58
10.05,40.23,475.48
24.7,58.82,442.98
32.31,62.04,449.65
34.66,74.33,425.89
24.56,63.21,444.34
21.4,59.21,444.15
24.38,58.2,444.36
25.6,63.76,435.75
22.48,67.45,445.55
10.38,43.02,474.44
22.3,50.78,449.86
29.0,69.68,442.79
15.92,40.56,470.22
18.89,67.71,443.54
29.17,73.17,432.07
24.8,61.02,438.96
10.98,37.5,472.34
27.24,66.75,433.65
24.54,48.06,443.67
17.43,63.09,449.36
10.94,25.36,470.9
18.89,43.56,463.91
14.47,44.66,464.41
22.57,62.4,444.69
22.54,63.07,442.28
26.74,69.89,436.02
27.52,74.67,433.56
29.0,70.72,437.55
28.66,50.05,435.94
23.7,62.91,444.99
19.89,50.78,446.35
18.62,65.48,451.94
22.55,70.79,436.43
24.78,68.63,448.43
26.75,70.32,433.46
19.35,50.12,447.43
25.84,67.83,433.32
17.47,43.56,460.87
30.99,68.51,430.09
15.8,41.2,468.55
24.47,70.94,436.29
24.89,64.27,444.21
15.98,39.64,467.22
28.95,66.75,432.39
15.69,37.64,462.18
9.0,41.54,484.08
29.54,72.29,443.79
19.94,58.96,455.55
15.71,44.06,465.05
13.57,41.4,464.23
11.87,41.78,470.84
23.04,74.22,440.32
26.8,72.58,428.62
30.69,69.89,431.01
32.77,71.32,436.95
24.17,59.44,447.13
16.41,47.24,457.94
30.53,73.21,430.2
14.66,47.83,461.46
16.29,44.34,468.8
31.37,74.87,436.16
12.23,41.58,464.45
18.0,53.16,455.69
28.14,43.21,436.53
21.63,60.84,445.93
13.64,34.03,469.61
14.31,42.86,465.36
25.18,57.5,449.01
19.77,49.39,451.05
24.64,58.49,444.95
18.28,44.2,458.59
25.26,74.33,433.49
27.49,71.94,428.27
14.22,39.39,470.98
15.35,41.79,455.54
11.95,39.82,474.56
28.67,69.14,433.79
24.93,70.32,436.03
14.51,41.79,459.14
12.65,44.34,468.8
15.09,41.76,463.27
31.63,68.3,426.86
13.97,39.16,470.96
18.28,44.71,462.28
13.83,45.08,465.5
10.87,44.71,484.63
10.29,41.46,480.32
30.44,68.84,438.31
29.23,68.14,428.87
26.26,73.06,435.41
13.93,44.21,469.12
18.8,39.72,459.36
15.25,39.16,471.05
10.09,41.01,471.15
10.56,39.13,463.14
27.66,69.75,439.18
29.3,68.08,434.11
18.2,39.63,468.49
28.8,73.4,439.65
11.54,40.77,465.61
25.45,57.32,441.3
17.57,43.7,463.64
6.77,38.18,484.31
5.98,38.91,488.85
5.9,45.87,481.27
25.5,63.91,444.26
9.2,40.77,479.82
10.4,42.44,480.04
27.51,63.73,440.81
25.03,60.27,438.24
15.11,45.01,462.21
15.94,44.85,462.54
25.4,65.34,445.82
14.66,43.13,467.87
10.14,45.01,473.56
30.85,67.45,430.8
30.27,64.05,438.68
10.2,41.62,462.87
17.98,59.15,451.97
7.41,39.16,486.91
25.5,58.79,440.01
15.09,39.52,469.8
16.68,43.14,459.83
34.29,68.51,427.62
10.04,41.62,463.87
24.56,66.75,435.03
12.19,40.05,472.68
16.69,46.18,458.57
18.92,67.71,446.77
16.26,38.58,462.54
25.02,47.45,446.62
24.67,49.5,455.31
12.52,41.44,477.18
9.54,41.17,481.18
13.43,43.69,475.36
17.34,45.01,459.01
27.79,71.85,427.67
8.05,38.38,482.17
10.75,40.81,474.71
13.31,40.1,468.74
15.59,52.05,456.07
26.92,64.69,437.62
8.36,40.71,487.79
31.81,69.88,432.6
23.09,69.13,436.67
24.7,58.46,439.7
25.68,70.17,433.92
29.59,70.17,434.85
12.38,41.62,461.07
18.38,62.1,452.91
23.28,72.24,434.21
14.48,39.0,464.56
29.52,77.24,433.82
16.76,45.09,458.67
13.69,41.74,471.84
23.36,59.15,442.53
18.95,46.21,457.58
13.61,42.34,463.89
14.57,41.79,457.21
30.62,64.69,435.84
28.37,69.13,425.29
15.74,43.34,463.24
30.47,70.83,444.39
14.1,42.18,463.3
8.91,40.69,481.59
14.01,42.74,466.15
24.02,64.63,449.66
10.22,41.74,479.01
14.12,39.52,465.09
16.71,46.18,459.4
22.97,63.94,440.81
13.38,40.89,472.15
19.12,44.85,463.71
6.23,40.96,488.82
5.79,38.68,487.4
8.7,36.24,478.69
27.0,73.17,434.94
20.3,67.32,441.51
28.4,59.27,441.64
28.7,71.64,436.58
19.51,50.16,448.28
30.18,61.5,436.92
24.88,63.91,447.28
25.3,49.3,436.62
8.88,39.66,481.45
10.87,42.02,472.63
29.52,64.79,439.6
28.92,66.51,439.09
18.41,49.69,454.97
10.06,43.22,473.0
13.51,44.9,464.86
30.56,71.25,431.92
22.55,69.84,438.54
31.09,74.22,430.3
15.65,54.3,461.69
27.41,74.67,429.21
24.37,68.14,440.22
14.73,39.52,470.45
30.25,68.24,432.05
21.11,41.67,460.33
6.1,43.65,485.24
11.91,40.69,476.71
10.05,41.58,469.03
7.31,42.18,477.38
7.74,42.49,481.69
14.54,43.14,465.45
32.14,75.08,439.22
22.43,63.21,447.98
23.88,67.9,446.34
32.2,72.29,432.52
15.98,44.68,462.77
28.99,54.2,442.6
26.16,52.36,453.08
15.67,45.17,462.09
17.51,44.9,455.01
12.14,48.04,465.08
27.04,69.98,433.25
28.27,66.56,433.52
17.7,49.21,455.97
19.65,42.23,461.16
18.98,60.1,453.37
29.05,64.84,442.58
10.91,42.34,470.91
5.53,35.79,484.64
23.79,48.06,447.59
19.46,46.33,452.11
10.9,40.67,482.4
28.24,64.69,438.03
16.38,46.97,459.87
14.02,40.75,470.48
21.55,60.27,443.93
17.25,43.14,462.8
24.63,59.57,440.67
23.99,50.32,444.23
30.34,75.08,437.26
22.96,45.01,450.37
28.55,74.33,426.48
15.69,41.93,468.43
24.62,58.66,449.8
12.28,40.92,460.33
22.21,45.01,450.6
24.73,69.05,437.93
30.65,71.06,432.08
9.35,41.03,482.16
17.14,58.16,458.61
15.21,50.88,460.56
8.83,41.14,474.51
20.03,60.77,449.31
22.45,57.76,450.61
21.4,68.28,450.22
17.46,40.22,461.74
9.47,40.81,479.96
20.97,44.63,453.26
6.42,35.57,485.86
28.51,70.02,441.66
28.37,71.64,434.91
22.02,69.45,440.26
23.3,48.78,441.08
14.43,44.47,466.56
12.56,41.4,472.54
19.89,51.43,448.98
27.55,68.08,432.59
21.69,47.45,447.06
9.52,39.61,478.79
27.46,66.54,431.81
11.22,41.93,480.71
22.85,60.29,448.58
19.54,54.9,455.86
13.41,39.35,471.85
16.95,40.12,457.05
25.04,70.47,433.1
16.59,39.54,464.19
30.52,70.04,431.14
23.69,77.54,440.21
12.65,44.34,473.46
6.91,37.49,481.88
28.02,71.77,428.58
16.48,41.35,465.64
7.7,40.35,484.57
26.05,56.85,438.59
8.53,43.14,480.08
9.55,39.66,480.74
11.21,41.06,474.03
14.75,41.16,468.14
13.83,39.64,472.95
22.94,61.5,445.31
8.33,39.72,479.12
17.79,40.12,459.13
32.48,69.75,438.17
18.99,56.65,457.55
22.53,70.98,440.96
12.42,40.24,469.59
16.29,44.34,468.8
24.19,46.21,440.87
26.65,73.18,437.7
14.67,71.14,458.8
23.02,59.21,440.5
19.84,65.48,449.85
32.22,70.8,433.07
13.74,39.35,471.11
22.21,61.5,445.77
23.48,60.23,437.44
24.62,72.24,432.13
19.05,55.5,457.5
32.81,77.17,430.53
17.76,42.42,468.27
28.31,66.17,444.51
22.58,58.12,448.32
29.12,73.06,434.9
3.92,41.31,487.35
27.37,63.31,439.15
26.26,74.9,437.44
29.5,71.14,430.85
27.62,71.14,434.72
28.37,71.64,434.91
22.32,64.27,446.62
23.93,64.05,440.66
3.21,38.44,491.35
13.89,45.08,467.74
13.91,44.58,472.67
24.56,63.21,444.34
14.76,40.71,465.58
24.85,67.9,445.18
17.49,40.55,462.37
14.44,40.1,468.19
8.88,36.3,478.7
30.96,64.44,437.61
25.8,44.57,450.48
11.26,39.35,471.83
22.12,47.93,443.41
19.77,65.06,448.26
19.83,46.33,451.22
24.77,48.92,448.25
19.69,39.72,456.55
11.69,35.76,471.72
31.66,73.91,431.26
12.16,40.81,476.63
23.98,50.32,443.45
32.86,66.44,429.32
16.84,39.63,466.06
23.95,51.86,449.81
13.53,42.03,466.71
17.37,48.92,455.53
31.93,70.4,432.29
19.95,50.59,459.27
16.85,39.64,464.2
14.22,48.6,459.69
19.84,56.89,447.92
21.8,62.39,452.15
24.84,59.22,442.7
16.69,44.78,456.17
19.66,45.01,453.45
11.72,39.18,468.98
10.59,41.93,479.85
13.61,41.74,471.79
19.46,60.07,451.89
9.43,41.4,479.28
3.38,39.64,488.92
17.7,43.69,462.63
27.22,69.04,440.85
18.78,54.2,448.04
13.12,52.75,462.7
29.09,72.43,427.3
12.04,40.23,472.7
13.63,40.92,462.4
21.4,47.93,445.2
7.55,38.08,485.49
21.75,58.79,447.58
14.02,40.66,465.39
25.1,74.87,439.93
31.9,73.42,432.27
9.71,42.44,481.03
9.99,36.71,475.85
12.67,48.14,463.68
24.12,58.66,450.69
30.61,69.13,429.1
24.78,58.46,442.42
7.28,38.56,485.57
12.91,42.07,466.05
14.18,53.82,465.25
14.2,45.51,465.35
18.19,66.54,449.22
20.25,58.33,448.93
31.9,69.4,436.04
18.85,41.1,462.4
12.4,40.35,476.44
29.83,71.98,426.98
15.65,39.59,461.94
26.34,68.67,437.52
14.39,44.85,465.88
29.6,71.58,434.64
21.89,63.94,447.74
18.96,44.58,461.96
15.46,44.6,459.62
27.76,72.99,435.02
24.49,65.46,445.27
21.07,67.07,446.05
7.38,44.71,486.91
15.0,50.88,459.37
11.98,44.6,470.02
20.06,47.03,461.02
5.5,39.04,478.65
7.46,39.81,484.13
5.11,42.07,486.41
26.95,72.24,435.65
14.24,39.99,466.2
13.96,40.92,460.95
11.94,44.2,474.02
12.91,40.73,464.61
22.09,65.59,447.28
26.23,70.72,445.28
10.9,40.67,482.4
12.1,41.17,478.1
9.65,41.03,481.68
13.65,39.28,471.91
27.87,70.79,428.41
13.07,45.51,460.14
25.5,63.91,444.26
11.74,40.71,470.05
12.58,43.67,473.02
5.48,40.07,495.76
14.72,43.34,464.22
13.72,44.47,470.66
28.96,66.54,429.48
12.5,45.51,469.69
28.61,69.84,428.25
13.62,42.34,464.79
25.28,67.69,445.34
14.21,39.16,473.87
9.39,41.79,473.73
27.82,76.09,434.52
20.0,56.53,454.86
15.09,43.13,466.87
24.52,59.15,439.55
17.34,47.03,463.89
24.67,68.14,438.4
27.05,67.79,443.89
6.14,39.4,485.94
21.1,49.16,442.78
19.09,42.44,461.84
25.21,64.63,448.66
12.45,40.56,477.41
13.35,39.18,469.34
21.31,58.05,446.76
27.31,59.54,440.13
26.75,58.33,444.09
28.76,60.23,437.42
14.92,46.18,465.63
17.34,45.01,459.01
18.86,50.78,446.7
24.96,65.18,436.24
12.03,40.1,474.94
12.95,41.38,474.46
28.63,66.56,427.35
29.48,64.69,435.09
12.28,40.92,460.33
16.91,43.96,465.86
24.4,62.26,439.06
32.0,73.17,433.72
11.91,40.69,476.71
32.33,69.89,427.29
22.33,71.94,441.85
28.11,69.84,427.33
12.64,40.71,476.37
24.26,42.8,459.65
15.5,40.12,460.41
3.95,35.47,488.64
28.25,71.77,429.39
23.36,65.18,436.39
23.69,63.77,444.07
14.35,40.71,473.56
18.76,56.53,452.5
12.0,41.17,474.4
29.72,54.2,438.84
10.82,41.55,475.44
9.75,40.81,481.95
32.06,75.33,432.92
7.28,40.67,493.3
15.07,39.3,464.7
28.6,71.22,443.01
9.13,39.16,484.86
26.08,52.3,442.44
22.41,66.56,435.75
31.33,73.03,438.49
6.05,38.68,483.5
20.85,59.21,444.44
21.61,64.63,451.02
25.07,60.27,439.52
23.39,71.25,435.68
21.28,70.32,438.7
12.5,45.51,469.69
11.48,42.02,471.43
19.08,59.15,451.33
29.05,70.32,437.16
25.01,66.56,435.73
28.55,66.51,432.59
12.64,41.26,465.78
19.15,44.89,451.09
7.91,37.8,483.49
24.27,61.47,448.66
14.89,39.58,465.95
8.11,42.18,473.62
30.98,69.82,438.44
10.16,41.55,477.27
13.18,52.72,468.36
19.68,44.34,468.27
16.01,65.46,454.16
11.99,49.83,468.22
22.35,63.47,440.11
15.49,40.89,465.37
29.54,72.29,443.79
10.22,38.18,474.07
9.26,41.66,483.51
20.36,66.05,450.23
21.96,48.78,451.58
23.26,64.05,442.75
11.9,39.16,477.75
21.44,63.09,444.19
14.04,40.56,472.98
16.0,43.34,462.33
20.46,51.43,456.7
12.83,44.88,474.26
15.68,43.7,470.29
27.45,59.74,450.46
19.22,62.1,451.8
17.28,44.92,459.26
18.12,63.09,449.65
21.94,56.85,442.63
8.94,36.71,477.62
29.17,73.17,432.07
10.72,41.17,479.21
25.12,66.56,436.56
18.8,44.78,462.79
24.79,50.78,445.3
11.34,45.17,472.13
21.47,60.93,442.75
21.62,50.05,444.16
18.94,47.83,455.19
11.64,41.44,478.99
22.5,70.94,442.4
29.2,70.79,425.2
26.2,65.18,440.07
11.39,40.27,474.93
29.05,68.24,433.92
15.79,38.28,465.64
30.29,71.58,434.27
34.33,74.34,435.76
24.97,63.86,441.61
18.27,65.94,450.33
5.79,39.61,489.6
26.44,71.73,430.55
15.47,43.13,466.63
6.86,41.17,490.23
24.1,68.61,443.75
24.26,69.71,438.6
26.62,76.2,437.81
16.64,53.82,459.01
19.13,68.61,448.69
19.7,43.79,464.41
21.62,48.78,448.52
5.52,39.33,492.39
14.87,41.23,465.01
11.73,37.92,472.04
25.16,43.21,442.29
4.93,35.19,486.39
24.4,60.37,440.64
10.39,44.85,478.05
18.58,44.6,459.06
14.38,40.1,467.28
15.63,37.87,465.28
27.91,72.24,430.73
28.85,66.54,437.79
26.54,69.34,435.51
31.12,67.69,425.21
7.29,40.96,488.65
22.83,65.18,442.43
19.78,62.1,450.43
16.73,43.79,468.87
30.91,79.74,433.84
18.34,44.63,455.22
18.35,57.76,458.41
19.92,63.31,443.54
22.76,44.05,450.31
12.1,40.27,477.61
21.78,68.28,443.24
10.74,40.92,466.77
26.14,72.99,433.25
26.78,66.54,440.0
24.17,48.41,442.62
20.98,47.43,450.0
19.73,49.69,454.28
32.53,77.95,434.44
9.84,40.22,479.65
15.36,40.89,464.12
27.66,76.86,436.64
23.19,42.67,446.95
30.17,64.79,439.75
28.57,69.84,433.24
19.93,56.65,456.53
24.28,71.98,432.47
7.39,39.85,487.84
22.1,71.29,442.35
24.73,71.14,437.55
12.08,40.24,474.07
18.89,66.86,454.02
16.8,44.9,456.42
26.18,69.14,436.0
9.23,37.36,481.08
14.62,43.99,461.88
3.68,39.64,490.02
12.65,41.93,479.53
24.33,49.16,441.2
14.08,41.93,475.15
29.44,64.33,442.32
18.95,46.21,457.58
23.89,64.27,450.82
18.74,59.21,449.77
27.16,65.61,441.33
19.99,40.79,455.28
9.08,36.71,479.02
8.97,44.03,474.61
32.41,72.86,432.75
12.67,42.86,473.13
24.43,58.05,445.68
21.87,74.87,442.37
9.75,42.49,480.35
23.19,58.82,446.44
30.35,71.32,434.62
13.0,48.79,464.12
26.88,69.51,436.3
33.37,71.37,432.67
16.22,41.35,462.21
24.32,58.79,442.78
27.41,59.21,438.39
19.15,39.72,457.45
11.23,43.7,476.04
26.63,74.16,436.03
13.4,40.89,472.36
31.15,67.45,431.97
18.23,60.95,455.53
23.86,52.84,444.66
24.6,57.32,442.64
30.58,65.18,437.17
14.28,44.84,474.57
22.64,63.73,447.21
27.28,78.92,434.78
14.56,40.69,469.31
16.32,43.5,460.07
20.24,58.41,449.49
22.48,71.29,444.71
26.74,49.02,438.06
19.51,48.78,453.27
23.93,65.59,444.9
21.3,59.39,444.21
11.41,40.62,466.83
12.27,39.82,477.54
13.72,45.01,464.59
5.79,45.87,480.97
12.2,44.77,469.41
14.86,44.71,466.38
14.38,44.84,471.6
15.11,56.03,462.65
28.62,59.14,436.09
19.74,67.71,446.1
27.09,73.5,434.31
21.11,58.66,457.89
23.4,65.06,442.7
8.48,38.5,485.29
12.84,39.54,468.22
25.03,59.21,446.33
8.31,40.46,476.72
12.88,38.53,466.92
12.88,40.64,474.58
24.72,68.67,443.06
21.67,69.71,440.16
17.08,38.58,461.49
7.61,38.06,484.14
14.43,44.84,467.45
13.56,39.58,473.16
24.07,71.97,441.84
26.31,66.48,432.89
24.03,45.87,445.84
22.7,48.14,448.96
25.93,60.29,444.04
14.97,58.2,458.68
8.29,36.08,483.26
13.18,40.03,470.88
28.92,72.43,431.5
30.11,70.8,432.33
21.9,47.43,452.13
10.08,37.92,474.63
24.98,58.98,441.33
24.4,60.32,447.73
16.58,46.18,463.51
10.74,41.46,479.94
24.32,58.79,442.78
23.27,64.69,438.08
9.59,38.56,481.3
19.44,59.21,448.04
21.95,68.08,443.93
30.55,71.06,432.6
12.21,44.34,475.06
4.47,35.19,487.43
24.63,59.57,440.67
31.12,68.94,431.92
14.02,40.1,467.32
8.68,39.61,486.31
10.66,41.93,479.61
9.74,41.01,465.8
13.42,41.74,473.45
24.82,71.94,438.69
33.17,70.4,430.14
16.1,36.71,471.46
9.59,40.11,470.71
14.64,39.58,467.8
28.97,64.44,438.08
31.26,70.36,438.15
21.14,69.94,440.69
20.32,67.71,446.22
30.96,69.82,438.74
23.48,66.44,443.21
18.43,57.76,452.65
15.41,42.44,472.28
13.91,40.24,466.24
24.98,58.05,447.15
18.67,58.46,447.16
12.14,45.0,476.6
28.57,65.27,440.51
26.77,64.45,449.1
