nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Tornado Outbreak,Wii,Action,Konami Digital Entertainment,0.08,29-Sep-09,71.0,7.0,8.8,4.0,Loose Cannon Studios
Marvel Super Hero Squad: Comic Combat,X360,Action,THQ,0.14,15-Nov-11,,,tbd,,THQ
Racquet Sports,Wii,Sports,Ubisoft,0.23,9-Mar-10,51.0,8.0,8.6,15.0,Asobo Studio
Army of Two,X360,Shooter,Electronic Arts,1.6,6-Mar-08,72.0,76.0,7.6,195.0,EA Montreal
Mini Ninjas,PS3,Action,Eidos Interactive,0.3,8-Sep-09,73.0,37.0,8.7,52.0,Io Interactive
Cold Stone Creamery: Scoop It Up,Wii,Misc,Zoo Games,0.06,23-Nov-09,,,tbd,,Zoo Games
Greg Hastings Paintball 2,PS3,Shooter,Majesco Entertainment,0.04,14-Jun-11,46.0,5.0,tbd,,Super X Studios
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Fighting,Marvelous Interactive,0.02,,,,,,
Bakugan: Battle Brawlers,X360,Action,Activision,0.21,20-Oct-09,60.0,16.0,4.3,7.0,Now Production
God of War Collection,PS3,Action,Sony Computer Entertainment,2.49,8-Dec-10,91.0,50.0,8.8,376.0,Bluepoint Games
Deer Drive,Wii,Sports,Big Ben Interactive,0.74,20-Jan-09,,,tbd,,Kouyousha
Hannah Montana: Spotlight World Tour,Wii,Action,Disney Interactive Studios,1.38,6-Nov-07,,,6.8,19.0,Avalanche Software
Madden NFL 10,PS3,Sports,Electronic Arts,2.34,14-Aug-09,85.0,41.0,6.8,53.0,EA Tiburon
ZombiU,WiiU,Action,Ubisoft,0.63,18-Nov-12,77.0,70.0,7.5,531.0,Ubisoft Montpellier
MLB 10: The Show,PS3,Sports,Sony Computer Entertainment,0.69,2-Mar-10,91.0,33.0,8.3,96.0,SCEA
Atelier Escha & Logy: Alchemist of Dusk Sky,PS3,Role-Playing,Tecmo Koei,0.1,,,,,,
Steel Battalion: Heavy Armor,X360,Simulation,Capcom,0.1,19-Jun-12,38.0,58.0,2.2,81.0,From Software
Colin McRae Rally 2005 plus,PSP,Racing,Codemasters,0.01,,,,,,
007: Quantum of Solace,PS3,Action,Activision,1.09,,,,,,
Rolling Stone: Drum King,Wii,Misc,505 Games,0.09,,,,,,
Musou Tourou,PSP,Strategy,Nippon Ichi Software,0.01,,,,,,
Country Dance: All Stars,X360,Action,GameMill Entertainment,0.16,27-Mar-12,,,tbd,,High Voltage Software
Resident Evil: Revelations,3DS,Action,Capcom,0.77,7-Feb-12,82.0,78.0,8.6,288.0,Capcom
MotionSports: Adrenaline,PS3,Sports,Ubisoft,0.1,1-Nov-11,,,tbd,,Ubisoft Vancouver
Wario Land: Shake It!,Wii,Platform,Nintendo,1.13,,,,,,
Dai-2-Ji Super Robot Taisen OG,PS3,Strategy,Namco Bandai Games,0.3,,,,,,
Fate/Extra,PSP,Role-Playing,Marvelous Interactive,0.27,1-Nov-11,58.0,10.0,7.8,29.0,Image Epoch
Backyard NFL Football '10,Wii,Sports,Atari,0.17,,,,,,
Pro Evolution Soccer 2012,PSP,Sports,Konami Digital Entertainment,0.52,8-Nov-11,74.0,4.0,5.3,6.0,Konami
Family Game Night 4: The Game Show,PS3,Misc,Electronic Arts,0.07,1-Nov-11,,,tbd,,Electronic Arts
The Black Eyed Peas Experience,X360,Misc,Ubisoft,0.29,8-Nov-11,66.0,17.0,5.8,8.0,iNiS
Dance on Broadway,Wii,Misc,Ubisoft,0.98,15-Jun-10,48.0,6.0,tbd,,Longtail Studios
Fragile Dreams: Farewell Ruins of the Moon,Wii,Role-Playing,Rising Star Games,0.33,16-Mar-10,67.0,41.0,8.3,52.0,Tri-Crescendo
LMA Manager 2007,X360,Sports,Codemasters,0.01,,,,,,
Summer Challenge: Athletics Tournament,PS3,Sports,PQube,0.03,18-May-12,,,tbd,,PQube
Puzzler Collection,Wii,Puzzle,Ubisoft,0.06,29-Jul-08,,,tbd,,Destination Software
MX vs. ATV Reflex,PSP,Racing,THQ,0.21,1-Dec-09,,,tbd,,Tantalus Interactive
We Love Golf!,Wii,Sports,Capcom,0.22,,,,,,
Tiger Woods PGA Tour,PSP,Sports,Electronic Arts,0.21,23-Mar-05,78.0,25.0,8.7,11.0,EA Canada
FIFA Street,PS3,Sports,Electronic Arts,1.05,13-Mar-12,76.0,36.0,6.2,47.0,EA Sports
NBA Live 14,XOne,Sports,Electronic Arts,0.08,19-Nov-13,36.0,14.0,3.5,62.0,EA Sports
Strike Witches: Shirogane no Tsubasa,X360,Strategy,CyberFront,0.02,,,,,,
Disney Sing It,PS3,Misc,Disney Interactive Studios,0.31,21-Oct-08,54.0,11.0,3.5,6.0,Zoe Mode
Resident Evil: The Umbrella Chronicles,Wii,Shooter,Capcom,1.5,13-Nov-07,75.0,47.0,7.6,101.0,Cavia Inc.
WipEout HD Fury,PS3,Racing,Sony Computer Entertainment,0.04,23-Jul-09,89.0,15.0,8.4,91.0,Studio Liverpool
Metal Gear Ac!d 2,PSP,Strategy,Konami Digital Entertainment,0.18,,,,,,
Need for Speed: Shift,PSP,Racing,Electronic Arts,0.72,15-Sep-09,69.0,11.0,6.3,26.0,EA Bright Light
Catherine,X360,Adventure,Deep Silver,0.26,26-Jul-11,82.0,39.0,7.9,122.0,Atlus
Balloon Pop 2,3DS,Puzzle,UFO Interactive,0.01,7-Feb-12,,,tbd,,UFO Interactive
LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive Entertainment,0.7,11-Nov-11,76.0,27.0,8.1,31.0,Traveller's Tales
Tetris Evolution,X360,Puzzle,THQ,0.08,19-Mar-07,52.0,21.0,tbd,,Mass Media
Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,Action,Namco Bandai Games,0.58,,,,,,
50 Cent: Blood on the Sand,PS3,Shooter,THQ,0.17,24-Feb-09,72.0,37.0,7.3,52.0,Swordfish Studios
Maximum Racing: Sprint Cars,Wii,Racing,Unknown,0.01,31-May-11,,,tbd,,
Girls RPG: Cinderellife,3DS,Role-Playing,Level 5,0.06,,,,,,
Gaku ? Ou: The Royal Seven Stars,PSP,Role-Playing,Alchemist,0.01,,,,,,
TV Show King Party,Wii,Puzzle,Ubisoft,0.65,28-Oct-08,,,tbd,,Gameloft
Fairytale Fights,PS3,Action,Playlogic Game Factory,0.13,27-Oct-09,53.0,34.0,6.3,21.0,"Playlogic, The Game Factory"
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,Wii,Action,THQ,0.52,20-Oct-08,47.0,5.0,7.3,4.0,Incinerator Games
Pajama Sam: Don't Fear The Dark,Wii,Adventure,Atari,0.09,,,,,,
Shimano Xtreme Fishing,Wii,Sports,Mastiff,0.12,16-Oct-09,,,tbd,,eV Interactive
Gabrielle's Ghostly Groove 3D,3DS,Adventure,Funbox Media,0.08,4-Oct-11,62.0,9.0,8.4,8.0,Santa Entertainment
Karaoke Revolution Presents American Idol Encore,PS3,Misc,Konami Digital Entertainment,0.09,18-Mar-08,,,6.6,7.0,Blitz Games
Angry Birds Trilogy,3DS,Action,Activision,0.49,25-Sep-12,62.0,7.0,4.5,16.0,Rovio Mobile
Silent Hill: Homecoming,PS3,Action,Konami Digital Entertainment,0.33,30-Sep-08,71.0,41.0,7.3,94.0,Double Helix Games
God of War: Origins Collection,PS3,Action,Sony Computer Entertainment,0.48,13-Sep-11,84.0,58.0,8.4,146.0,Ready at Dawn
XBLAZE Code: Embryo,PS3,Adventure,Arc System Works,0.01,24-Jun-14,,,,,Arc System Works
Ultimate Marvel vs. Capcom 3,PS3,Fighting,Capcom,0.08,15-Nov-11,80.0,36.0,5.9,89.0,Capcom
Akiba's Trip 2,PSV,Action,Acquire,0.06,,,,,,
FIFA Soccer 12,PS3,Sports,Electronic Arts,6.48,27-Sep-11,90.0,44.0,7.2,284.0,Electronic Arts
FIFA Soccer 08,PSP,Sports,Electronic Arts,1.34,8-Oct-07,79.0,7.0,8,13.0,EA Canada
Warhammer: Battle For Atluma,PSP,Action,Namco Bandai Games,0.04,14-Nov-06,55.0,8.0,7.3,6.0,JV Games Inc.
The X-Factor,Wii,Misc,Deep Silver,0.32,,,,,,
Hyperdimension Neptunia mk2,PS3,Action,Nippon Ichi Software,0.01,28-Feb-12,53.0,16.0,7.9,90.0,Idea Factory
Family Guy: Back to the Multiverse,X360,Action,Activision,0.2,20-Nov-12,39.0,28.0,4.8,37.0,Heavy Iron Studios
Kung Fu Rider,PS3,Action,Sony Computer Entertainment,0.18,7-Sep-10,36.0,45.0,3.2,16.0,SCE Japan Studio
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,Sports,Konami Digital Entertainment,0.13,,,,,,
Alien Syndrome,Wii,Role-Playing,Sega,0.06,24-Jul-07,48.0,24.0,6.9,19.0,Totally Games
NBA 2K11,PSP,Sports,Take-Two Interactive,0.39,5-Oct-10,,,6.3,4.0,Visual Concepts
Teenage Mutant Ninja Turtles,Wii,Platform,Konami Digital Entertainment,0.01,22-Oct-13,,,tbd,,Magic Pockets
FIFA Soccer 13,3DS,Action,Electronic Arts,0.22,25-Sep-12,68.0,4.0,3.9,12.0,Electronic Arts
The Sims 2: Castaway,PSP,Simulation,Electronic Arts,0.76,22-Oct-07,64.0,5.0,7.4,15.0,Maxis
Fate/Extra CCC,PSP,Role-Playing,Marvelous Entertainment,0.12,,,,,,
Princess Isabella: A Witch's Curse,Wii,Adventure,Destineer,0.02,3-Sep-10,,,tbd,,Gogii Games
Saints Row IV,X360,Action,Deep Silver,1.28,20-Aug-13,81.0,42.0,6.4,269.0,Volition Inc.
SNK Arcade Classics Vol. 1,PSP,Misc,Ignition Entertainment,0.14,5-May-08,68.0,13.0,tbd,,Terminal Reality
EyePet & Friends,PS3,Simulation,Sony Computer Entertainment,0.13,,,,,,
Chikyuu Boueigun 2 Portable,PSP,Action,D3Publisher,0.14,,,,,,
NASCAR 2011: The Game,X360,Racing,Activision,0.28,29-Mar-11,62.0,24.0,4.1,14.0,Eutechnyx
Flip's Twisted World,Wii,Platform,Unknown,0.05,25-Oct-10,47.0,7.0,tbd,,Majesco Games
Need for Speed: ProStreet,Wii,Racing,Electronic Arts,1.07,13-Nov-07,61.0,16.0,6.9,14.0,EA Games
Resident Evil: Revelations,X360,Action,Capcom,0.17,21-May-13,75.0,30.0,7.6,116.0,Capcom
NFL Head Coach 09,X360,Sports,Electronic Arts,0.1,3-Sep-08,67.0,14.0,8.7,26.0,EA Tiburon
Inazuma Eleven Strikers,Wii,Role-Playing,Nintendo,0.26,28-Sep-12,59.0,16.0,8.8,6.0,Level 5
Red Dead Redemption: Undead Nightmare,X360,Action,Take-Two Interactive,0.95,22-Nov-10,,,7.7,12.0,Rockstar San Diego
Toriko: Gourmet Monsters!,3DS,Role-Playing,Namco Bandai Games,0.15,,,,,,
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action,Konami Digital Entertainment,0.02,12-Sep-06,51.0,24.0,8.1,12.0,Neverland
Arcana Famiglia: La storia della Aracana Famiglia,PSP,Adventure,Comfort,0.05,,,,,,
No Fate! Only the Power of Will,PSP,Adventure,Alchemist,0.01,,,,,,
Hellboy: The Science of Evil,PSP,Action,Konami Digital Entertainment,0.04,24-Jun-08,42.0,14.0,7.3,12.0,Krome Studios
Urakata Hakuoki,PSP,Adventure,Idea Factory,0.02,,,,,,
Mortimer Beckett and the Secrets of Spooky Manor,Wii,Puzzle,Avanquest,0.04,18-Nov-08,56.0,4.0,tbd,,Paprikari
Disgaea 3: Absence of Justice,PS3,Role-Playing,Square Enix,0.45,26-Aug-08,78.0,51.0,6.3,79.0,Nippon Ichi Software
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,Misc,D3Publisher,0.06,,,,,,
Fallout: New Vegas,X360,Role-Playing,Bethesda Softworks,3.56,19-Oct-10,84.0,81.0,8,558.0,Obsidian Entertainment
Rock of the Dead,PS3,Shooter,Conspiracy Entertainment,0.03,19-Oct-10,45.0,7.0,tbd,,Epicenter Studios
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougenâ€‹,PS3,Adventure,Sony Computer Entertainment,0.08,,,,,,
Rudolph the Red-Nosed Reindeer,Wii,Action,Crave Entertainment,0.15,11-Nov-10,,,tbd,,High Voltage Software
Guitar Hero: Smash Hits,PS3,Misc,Activision,0.31,16-Jun-09,73.0,34.0,7,7.0,Beenox
Winning Post 7 Maximum 2008,PS3,Sports,Tecmo Koei,0.01,,,,,,
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,0.18,20-Dec-05,56.0,10.0,6.2,20.0,Phoenix Games Studio
Thomas & Friends: Hero of the Rails,Wii,Misc,Unknown,0.01,,,,,,
Onechanbara Special,PSP,Action,D3Publisher,0.02,,,,,,
Sega Superstars Tennis,X360,Sports,Sega,2.87,18-Mar-08,67.0,45.0,6.4,13.0,Sumo Digital
Pirates PlundArrr,Wii,Action,Majesco Entertainment,0.01,25-May-10,60.0,5.0,tbd,,Boomzap
Gormiti: The Lords of Nature!,Wii,Adventure,Konami Digital Entertainment,0.03,,,,,,
Pinball Hall of Fame: The Williams Collection,Wii,Misc,System 3 Arcade Software,0.45,26-Feb-08,82.0,16.0,8.8,34.0,Farsight Studios
Kidz Sports International Soccer,Wii,Sports,Bold Games,0.01,22-Feb-08,,,tbd,,Data Design Interactive
SD Gundam G Generation: Overworld,PSP,Strategy,Namco Bandai Games,0.31,,,,,,
Sonic Rivals 2,PSP,Racing,Sega,1.44,13-Nov-07,60.0,24.0,8,22.0,Backbone Entertainment
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,Action,Namco Bandai Games,0.21,,,,,,
Brooktown High: Senior Year,PSP,Simulation,Konami Digital Entertainment,0.08,22-May-07,51.0,25.0,tbd,,Backbone Entertainment
Bubble Bobble Evolution,PSP,Puzzle,Rising Star Games,0.03,19-Dec-06,47.0,5.0,tbd,,Opus
Kawasaki Quad Bikes,Wii,Racing,Data Design Interactive,0.09,31-Dec-07,,,tbd,,Data Design Interactive
Tekken Tag Tournament 2,X360,Fighting,Namco Bandai Games,0.29,11-Sep-12,83.0,35.0,7.1,54.0,Namco Bandai Games
Uta no * Prince-Sama,PSP,Adventure,Broccoli,0.02,,,,,,
Rapala Fishing Frenzy 2009,PS3,Sports,Activision,0.17,2-Sep-08,31.0,4.0,4.4,9.0,FUN Labs
Toy Story 3: The Video Game,Wii,Action,Disney Interactive Studios,1.3,,,,,,
SD Gundam G Generation 3D,3DS,Role-Playing,Namco Bandai Games,0.16,,,,,,
Fight Night Round 4,X360,Fighting,Electronic Arts,1.36,23-Jun-09,87.0,77.0,8,79.0,EA Canada
Dragon's Lair Trilogy,Wii,Adventure,Destineer,0.14,19-Oct-10,,,8.8,4.0,Digital Leisure Inc.
Juiced 2: Hot Import Nights,PSP,Racing,THQ,0.36,8-Oct-07,73.0,6.0,8.8,8.0,Juice Games
Little King's Story,Wii,Strategy,Rising Star Games,0.27,21-Jul-09,87.0,50.0,8.8,72.0,Cing
Where the Wild Things Are,PS3,Platform,Warner Bros. Interactive Entertainment,0.09,13-Oct-09,53.0,8.0,tbd,,Griptonite Games
NERF N-Strike,Wii,Shooter,Electronic Arts,1.08,28-Oct-08,66.0,13.0,5.2,6.0,EA Redwood Shores
Pro Yakyuu Family Stadium,Wii,Sports,Namco Bandai Games,0.03,,,,,,
Sniper Elite V2,X360,Shooter,505 Games,0.73,2-May-12,67.0,37.0,7,95.0,Rebellion
Wii Party,Wii,Misc,Nintendo,8.14,3-Oct-10,68.0,42.0,7.6,34.0,Nd Cube
Memories Off 6: T-Wave,PSP,Adventure,5pb,0.01,,,,,,
Ore no Yome: Anata Dake no Hanayome,X360,Adventure,Idea Factory,0.02,,,,,,
Nike+ Kinect Training,X360,Sports,Microsoft Game Studios,0.01,,,,,,
Need for Speed: ProStreet,PS3,Racing,Electronic Arts,1.98,13-Nov-07,73.0,26.0,5.5,34.0,EA Black Box
Dead Island,X360,Action,Deep Silver,2.24,6-Sep-11,71.0,75.0,7,534.0,Techland
Silent Hill: Shattered Memories,Wii,Adventure,Konami Digital Entertainment,0.45,19-Jan-10,79.0,56.0,8.3,180.0,Climax Group
Coded Soul: Uke Keigareshi Idea,PSP,Role-Playing,Sony Computer Entertainment,0.02,,,,,,
Mobile Suit Gundam: Extreme Vs,PS3,Action,Namco Bandai Games,0.27,,,,,,
Muramasa: The Demon Blade,PSV,Role-Playing,Marvelous Entertainment,0.15,,,,,,
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,Role-Playing,Konami Digital Entertainment,0.02,,,,,,
Uta Kumi 575,PSV,Misc,Sega,0.01,,,,,,
Bleach: Shattered Blade,Wii,Fighting,Sega,0.31,9-Oct-07,58.0,30.0,7.4,21.0,Polygon Magic
Spider-Man 3,X360,Platform,Activision,0.55,4-May-07,63.0,61.0,7.1,47.0,Treyarch
Sniper Elite V2,WiiU,Shooter,505 Games,0.01,21-May-13,58.0,5.0,5.6,20.0,Rebellion
Valkyrie Profile: Lenneth,PSP,Role-Playing,Square Enix,0.34,18-Jul-06,80.0,39.0,8.5,45.0,TOSE
Dance Central,X360,Misc,MTV Games,3.02,4-Nov-10,82.0,63.0,7.5,72.0,Harmonix Music Systems
Shin Sangoku Musou: Multi Raid 2,PSP,Action,Tecmo Koei,0.11,,,,,,
Major League Baseball 2K7,PS3,Sports,Spike,0.25,26-Feb-07,74.0,19.0,4.7,7.0,Kush Games
SingStar Dance,PS3,Misc,Sony Computer Entertainment,0.48,9-Nov-10,65.0,21.0,4.3,7.0,SCEA
Call of Duty: Black Ops,PS3,Shooter,Activision,12.08,9-Nov-10,88.0,58.0,6,850.0,Treyarch
DanceDanceRevolution,Wii,Simulation,Konami Digital Entertainment,0.32,16-Nov-10,,,tbd,,Konami
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,0.23,21-Nov-05,80.0,57.0,7.2,60.0,Ubisoft Montpellier
World Championship Cards,PSP,Misc,Crave Entertainment,0.2,30-May-08,,,tbd,,Crave
MX vs. ATV: Alive,PS3,Racing,THQ,0.39,10-May-11,61.0,41.0,6.6,10.0,THQ Digital Studio Phoenix
Looney Tunes: Acme Arsenal,Wii,Action,Warner Bros. Interactive Entertainment,0.22,9-Oct-07,27.0,7.0,5.6,11.0,Red Tribe
Worms,X360,Strategy,Microsoft Game Studios,0.01,7-Mar-07,75.0,25.0,7,24.0,Team 17
Taiko no Tatsujin: Wii U Version!,WiiU,Misc,Namco Bandai Games,0.13,,,,,,
Hail to the Chimp,X360,Misc,Gamecock,0.04,2-Jul-08,52.0,23.0,6.1,7.0,Wideload Games Inc.
Beyblade: Metal Fusion - Battle Fortress,Wii,Action,Konami Digital Entertainment,0.18,,,,,,
Monopoly,X360,Misc,Electronic Arts,0.57,20-Oct-08,56.0,9.0,5.8,13.0,EA Bright Light
Fit in Six,Wii,Sports,Ubisoft,0.1,15-Mar-11,,,tbd,,Blue Byte
Shadow of Destiny,PSP,Adventure,Konami Digital Entertainment,0.06,26-Jan-10,54.0,6.0,tbd,,Konami
WWE SmackDown vs. Raw 2010,PSP,Fighting,THQ,0.6,20-Oct-09,,,6.3,4.0,Yuke's
Go Play: Circus Star,Wii,Action,Majesco Entertainment,0.11,9-Jun-09,,,tbd,,N-Fusion Interactive Entertainment Corp.
One Piece Unlimited Cruise SP,3DS,Action,Namco Bandai Games,0.3,10-Feb-12,46.0,20.0,5.3,8.0,Bandai Namco Games
Call of Juarez,X360,Shooter,Ubisoft,0.17,7-Jun-07,71.0,37.0,6.8,37.0,Techland
Katamari Forever,PS3,Puzzle,Namco Bandai Games,0.33,22-Sep-09,74.0,51.0,8.2,37.0,Bandai Namco Games
Steins;Gate: Senkei Kousoku no Phonogram,X360,Adventure,5pb,0.02,,,,,,
Blazing Souls: Accelate,PSP,Role-Playing,Idea Factory,0.04,18-Oct-10,,,7.7,14.0,Neverland
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,Role-Playing,Falcom Corporation,0.01,,,,,,
Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,0.27,12-Oct-10,65.0,18.0,8.5,11.0,Capcom
Amnesia: Crowd,PSP,Adventure,Idea Factory,0.05,,,,,,
The Bachelor: The Videogame,Wii,Misc,Warner Bros. Interactive Entertainment,0.1,,,,,,
We Wish You A Merry Christmas,Wii,Action,Destineer,0.19,4-Nov-09,,,tbd,,Destineer
Kobitodzukan: Kobito Kansatsu Set,3DS,Action,Nippon Columbia,0.27,,,,,,
Cars 2,Wii,Platform,Disney Interactive Studios,0.75,,,,,,
The Godfather (JP sales),X360,Action,Electronic Arts,0.01,,,,,,
Ice Age: Dawn of the Dinosaurs,X360,Platform,Activision,0.1,30-Jun-09,68.0,28.0,9,4.0,Activision
MAG: Massive Action Game,PS3,Shooter,Sony Computer Entertainment,1.3,,,,,,
James Cameron's Avatar: The Game,PSP,Action,Ubisoft,0.58,8-Dec-09,,,5.1,10.0,Ubisoft
MX vs. ATV Untamed,PSP,Racing,THQ,0.63,17-Dec-07,59.0,12.0,tbd,,Rainbow Studios
Kamen Rider: Climax Heroes Fourze,Wii,Fighting,Namco Bandai Games,0.12,,,,,,
BlazBlue: Calamity Trigger,PS3,Fighting,PQube,0.53,30-Jul-09,87.0,50.0,8.5,96.0,Arc System Works
Skate 2,PS3,Sports,Electronic Arts,0.79,21-Jan-09,84.0,50.0,7.9,41.0,EA Black Box
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,Sports,Konami Digital Entertainment,0.31,,,,,,
Exstetra,3DS,Role-Playing,FuRyu,0.01,,,,,,
The Amazing Spider-Man (Console Version),Wii,Action,Activision,0.12,,,,,,
Harry Potter and the Half-Blood Prince,PSP,Action,Electronic Arts,0.46,30-Jun-09,,,6.6,7.0,EA Bright Light
Bleach: Heat the Soul 5,PSP,Fighting,Sony Computer Entertainment,0.08,,,,,,
WipeOut 3 The Game,WiiU,Action,Activision,0.07,,,,,,
Naruto Shippuden: Ultimate Ninja STORM Generations,PS3,Fighting,Namco Bandai Games,0.67,13-Mar-12,74.0,23.0,7.2,62.0,CyberConnect2
Sengoku Musou 3 Z Special,PSP,Action,Ackkstudios,0.04,,,,,,
Super Sentai Battle: Ranger Cross,Wii,Action,Namco Bandai Games,0.08,,,,,,
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,Strategy,Nippon Ichi Software,0.03,,,,,,
Madden NFL 25,X360,Sports,Electronic Arts,1.84,27-Aug-13,80.0,32.0,5.5,121.0,EA Sports
Hitman: Absolution,X360,Action,Square Enix,1.59,20-Nov-12,79.0,51.0,7,355.0,Io Interactive
Let's TAP,Wii,Misc,Sega,0.16,12-Jun-09,70.0,47.0,7,9.0,Prope
Fire Emblem: Radiant Dawn,Wii,Strategy,Nintendo,0.47,5-Nov-07,78.0,36.0,8.9,120.0,Intelligent Systems
Dance Dance Revolution Universe,X360,Simulation,Konami Digital Entertainment,0.3,27-Feb-07,74.0,26.0,8.8,5.0,Konami
LEGO Star Wars III: The Clone Wars,Wii,Action,LucasArts,1.54,22-Mar-11,76.0,7.0,7.3,8.0,Traveller's Tales
Supremacy MMA,X360,Fighting,505 Games,0.07,20-Sep-11,49.0,17.0,4.8,8.0,Kung Fu Factory
Amagami,PSP,Adventure,Kadokawa Shoten,0.15,,,,,,
Hyperdimension Neptunia Victory,PS3,Role-Playing,Compile Heart,0.12,21-Mar-13,55.0,19.0,8.1,57.0,"Compile Heart, Idea Factory"
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,Role-Playing,Spike,0.05,,,,,,
Ninja Gaiden 3,WiiU,Action,Nintendo,0.05,,,,,,
Call of Duty 3,X360,Shooter,Activision,2.64,7-Nov-06,82.0,71.0,6.5,167.0,Treyarch
Tony Hawk's Project 8,PSP,Sports,Activision,0.55,21-Nov-06,68.0,11.0,7.8,13.0,Page 44 Studios
College Hoops 2K7,X360,Sports,Take-Two Interactive,0.19,20-Nov-06,82.0,22.0,8.9,10.0,2K Sports
Clive Barker's Jericho,X360,Shooter,Codemasters,0.3,23-Oct-07,63.0,46.0,7.6,58.0,"Mercury Steam, Alchemic Productions"
Tales of Eternia,PSP,Role-Playing,Ubisoft,0.26,,,,,,
Need For Speed: Undercover,PSP,Racing,Electronic Arts,0.74,17-Nov-08,52.0,7.0,6.8,34.0,Piranha Games
Nizu no Senritsu Portable 2: Hi no Kioku,PSP,Adventure,CyberFront,0.01,,,,,,
Go Vacation,Wii,Misc,Namco Bandai Games,1.35,11-Oct-11,64.0,28.0,6.7,7.0,Namco Bandai Games
Undead Knights,PSP,Action,Ubisoft Annecy,0.12,29-Sep-09,63.0,27.0,8.9,8.0,Now Production
Sonic & Sega All-Stars Racing Transformed ,PS3,Action,Sega,0.31,,,,,,
Lord of the Rings: Tactics,PSP,Strategy,Electronic Arts,0.12,,,,,,
MySims Kingdom,Wii,Simulation,Electronic Arts,1.49,28-Oct-08,76.0,19.0,8.5,20.0,EA Redwood Shores
Alone in the Dark,X360,Adventure,Atari,0.47,23-Jun-08,58.0,53.0,5.7,142.0,Eden Studios
Metro: Last Light,X360,Shooter,Deep Silver,0.27,14-May-13,80.0,20.0,8.5,386.0,4A Games
Battle Fantasia,X360,Fighting,505 Games,0.08,16-Sep-08,71.0,22.0,6.6,8.0,Arc System Works
Bakugan: Battle Brawlers,PS3,Action,Activision,0.21,20-Oct-09,63.0,10.0,tbd,,Now Production
UEFA Euro 2008 Austria-Switzerland,X360,Sports,Electronic Arts,0.33,,,,,,
Ace Combat X: Skies of Deception,PSP,Simulation,Namco Bandai Games,0.97,23-Oct-06,75.0,26.0,8.5,27.0,Access Games
G1 Jockey Wii,Wii,Sports,Tecmo Koei,0.02,,,,,,
Pro Evolution Soccer 2008,X360,Sports,Konami Digital Entertainment,1.07,11-Mar-08,76.0,29.0,7.8,33.0,Konami
Man vs. Wild,Wii,Adventure,Crave Entertainment,0.07,26-Apr-11,,,tbd,,Scientifically Proven
Ryse,XOne,Action,Microsoft Game Studios,0.75,22-Nov-13,60.0,73.0,5.9,815.0,Crytek
Time Crisis 4,PS3,Shooter,Namco Bandai Games,0.82,20-Nov-07,60.0,52.0,7.6,20.0,Nex Entertainment
WTF: Work Time Fun,PSP,Puzzle,Sony Computer Entertainment,0.04,17-Oct-06,63.0,23.0,7,6.0,SCEJ
LEGO Indiana Jones 2: The Adventure Continues,X360,Adventure,Activision,0.92,17-Nov-09,71.0,41.0,7.2,19.0,Traveller's Tales
Capcom Puzzle World,PSP,Puzzle,Capcom,0.01,6-Feb-07,65.0,31.0,tbd,,Capcom
Dishonored,PS3,Shooter,Bethesda Softworks,1.19,9-Oct-12,89.0,35.0,7.8,593.0,Arkane Studios
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,Action,Broccoli,0.01,,,,,,
Ore wa Shoujo Mangaka,PSP,Action,Giza10,0.02,,,,,,
FIFA Street,X360,Sports,Electronic Arts,0.72,13-Mar-12,77.0,47.0,6.5,50.0,EA Sports
WipEout Pure,PSP,Racing,Sony Computer Entertainment,0.99,16-Mar-05,88.0,56.0,7.8,85.0,Studio Liverpool
Family Fun Football,Wii,Sports,Tecmo Koei,0.09,29-Sep-09,,,tbd,,"Seamless Entertainment, Inc."
Cartoon Network: Punch Time Explosion XL,X360,Fighting,Crave Entertainment,0.06,,,,,,
Punch-Out!!,Wii,Sports,Nintendo,0.25,,,,,,
